date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2024-02-15,Rangpur,Kurigram,Kurigram Sadar,25.81361,89.649087,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,44.0,0.4018
2024-02-15,Rangpur,Kurigram,Kurigram Sadar,25.81361,89.649087,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,56.5,0.516
2024-02-15,Rangpur,Kurigram,Kurigram Sadar,25.81361,89.649087,oil and fats,Oil (palm),L,aggregate,Retail,BDT,126.0,1.1507
2024-02-15,Rangpur,Kurigram,Kurigram Sadar,25.81361,89.649087,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,109.3,0.9982
2024-02-15,Rangpur,Lalmonirhat,Lalmonirhat Sadar,25.913275,89.44713,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,44.5,0.4064
2024-02-15,Rangpur,Nilphamari,Nilphamari Sadar,25.848341,88.871691,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,46.5,0.4247
2024-02-15,Rangpur,Nilphamari,Nilphamari Sadar,25.848341,88.871691,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,51.0,0.4658
2024-02-15,Rangpur,Nilphamari,Nilphamari Sadar,25.848341,88.871691,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,112.5,1.0274
2024-02-15,Rangpur,Panchagarh,Panchagarh Sadar,26.334302,88.556299,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,53.5,0.4886
2024-02-15,Rangpur,Panchagarh,Panchagarh Sadar,26.334302,88.556299,oil and fats,Oil (palm),L,aggregate,Retail,BDT,129.0,1.1781
2024-02-15,Rangpur,Panchagarh,Panchagarh Sadar,26.334302,88.556299,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,109.0,0.9954
2024-02-15,Rangpur,Rangpur,Rangpur Municipality Market,25.748038,89.254719,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,107.5,0.9817
2024-02-15,Rangpur,Thakurgaon,Thakurgaon Sadar,26.020304,88.46925,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,46.0,0.4201
2024-02-15,Rangpur,Thakurgaon,Thakurgaon Sadar,26.020304,88.46925,oil and fats,Oil (palm),L,aggregate,Retail,BDT,123.0,1.1233
2024-02-15,Sylhet,Habiganj,Habigonj Sadar,24.369564,91.41768,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,45.5,0.4155
2024-02-15,Sylhet,Habiganj,Habigonj Sadar,24.369564,91.41768,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,61.0,0.5571
2024-02-15,Sylhet,Habiganj,Habigonj Sadar,24.369564,91.41768,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,127.5,1.1644
2024-02-15,Sylhet,Maulvibazar,Maulavibazar Sadar,24.491369,91.763765,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,62.5,0.5708
2024-02-15,Sylhet,Maulvibazar,Maulavibazar Sadar,24.491369,91.763765,oil and fats,Oil (palm),L,aggregate,Retail,BDT,138.8,1.2676
2024-02-15,Sylhet,Sunamganj,Sunamgonj Sadar,25.072282,91.400318,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,55.5,0.5068
2024-02-15,Sylhet,Sunamganj,Sunamgonj Sadar,25.072282,91.400318,oil and fats,Oil (palm),L,aggregate,Retail,BDT,135.3,1.2356
2024-02-15,Sylhet,Sylhet,Sylhet Sadar,24.890531,91.871936,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,49.0,0.4475
2024-02-15,Sylhet,Sylhet,Sylhet Sadar,24.890531,91.871936,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,64.0,0.5845
2024-02-15,Sylhet,Sylhet,Sylhet Sadar,24.890531,91.871936,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,135.0,1.2329
2024-03-15,Barisal,Barguna,Barguna Sadar,22.161255,90.120285,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,55.5,0.5068
2024-03-15,Barisal,Barguna,Barguna Sadar,22.161255,90.120285,oil and fats,Oil (palm),L,aggregate,Retail,BDT,135.0,1.2329
2024-03-15,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,60.5,0.5525
2024-03-15,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,oil and fats,Oil (palm),L,aggregate,Retail,BDT,124.5,1.137
2024-03-15,Barisal,Barisal,Barisal Sadar,22.71225,90.360876,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,108.3,0.989
2024-03-15,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,48.0,0.4384
2024-03-15,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,57.5,0.5251
2024-03-15,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,oil and fats,Oil (palm),L,aggregate,Retail,BDT,130.0,1.1872
2024-03-15,Barisal,Bhola,Bhola Sadar,22.6857,90.644301,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,123.0,1.1233
2024-03-15,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,55.5,0.5068
2024-03-15,Barisal,Jhalokati,Jhalokati Sadar,22.701071,90.204123,oil and fats,Oil (palm),L,aggregate,Retail,BDT,126.3,1.1534
2024-03-15,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,52.5,0.4795
2024-03-15,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,oil and fats,Oil (palm),L,aggregate,Retail,BDT,130.0,1.1872
2024-03-15,Barisal,Jhalokati,Patuakhali Sadar,22.724535,90.251308,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,132.5,1.21
2024-03-15,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,51.0,0.4658
2024-03-15,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,57.5,0.5251
2024-03-15,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,oil and fats,Oil (palm),L,aggregate,Retail,BDT,128.3,1.1717
2024-03-15,Barisal,Pirojpur,Pirojpur Sadar,22.580932,89.969325,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,108.5,0.9909
2024-03-15,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,45.0,0.411
2024-03-15,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,52.0,0.4749
2024-03-15,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,oil and fats,Oil (palm),L,aggregate,Retail,BDT,125.5,1.1461
2024-03-15,Chittagong,Bandarban,Bandarban Sadar,22.219697,92.221897,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,115.0,1.0502
2024-03-15,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,51.3,0.4685
2024-03-15,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.97548,91.111209,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,130.0,1.1872
2024-03-15,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,48.0,0.4384
2024-03-15,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,57.0,0.5205
2024-03-15,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,oil and fats,Oil (palm),L,aggregate,Retail,BDT,125.0,1.1416
2024-03-15,Chittagong,Chandpur,Chandpur Sadar,23.236997,90.65995,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,109.3,0.9982
2024-03-15,Chittagong,Chittagong,Chittagong Sadar,22.570842,91.805812,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,58.0,0.5297
2024-03-15,Chittagong,Chittagong,Chittagong Sadar,22.570842,91.805812,oil and fats,Oil (palm),L,aggregate,Retail,BDT,125.5,1.1461
2024-03-15,Chittagong,Chittagong,Chittagong Sadar,22.570842,91.805812,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,125.0,1.1416
2024-03-15,Chittagong,Chittagong,Patiya Sadar,22.298192,91.980742,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,47.88,0.4372
2024-03-15,Chittagong,Chittagong,Patiya Sadar,22.298192,91.980742,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,58.3,0.5324
2024-03-15,Chittagong,Chittagong,Patiya Sadar,22.298192,91.980742,oil and fats,Oil (palm),L,aggregate,Retail,BDT,128.0,1.1689
2024-03-15,Chittagong,Comilla,Comilla Sadar,23.485893,91.184184,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,48.9,0.4466
2024-03-15,Chittagong,Comilla,Comilla Sadar,23.485893,91.184184,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,56.0,0.5114
2024-03-15,Chittagong,Comilla,Comilla Sadar,23.485893,91.184184,oil and fats,Oil (palm),L,aggregate,Retail,BDT,128.8,1.1763
2024-03-15,Chittagong,Comilla,Comilla Sadar,23.485893,91.184184,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,132.5,1.21
2024-03-15,Chittagong,Cox'S Bazar,Cox`s Bazar Sadar,21.465323,91.976912,oil and fats,Oil (palm),L,aggregate,Retail,BDT,127.5,1.1644
2024-03-15,Chittagong,Cox'S Bazar,Cox`s Bazar Sadar,21.465323,91.976912,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,108.3,0.989
2024-03-15,Chittagong,Feni,Feni Sadar,23.009219,91.399348,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,51.0,0.4658
2024-03-15,Chittagong,Feni,Feni Sadar,23.009219,91.399348,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,56.0,0.5114
2024-03-15,Chittagong,Feni,Feni Sadar,23.009219,91.399348,oil and fats,Oil (palm),L,aggregate,Retail,BDT,129.0,1.1781
2024-03-15,Chittagong,Feni,Feni Sadar,23.009219,91.399348,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,109.0,0.9954
2024-03-15,Chittagong,Khagrachhari,Khagrachari Sadar,23.105477,91.98296,oil and fats,Oil (palm),L,aggregate,Retail,BDT,131.0,1.1963
2024-03-15,Chittagong,Khagrachhari,Khagrachari Sadar,23.105477,91.98296,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,94.3,0.8612
2024-03-15,Chittagong,Lakshmipur,Laxmipur Sadar,22.941107,90.828156,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,61.0,0.5571
2024-03-15,Chittagong,Lakshmipur,Laxmipur Sadar,22.941107,90.828156,oil and fats,Oil (palm),L,aggregate,Retail,BDT,133.0,1.2146
2024-03-15,Chittagong,Noakhali,Noakhali Sadar,22.885423,91.105533,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,51.25,0.468
2024-03-15,Chittagong,Noakhali,Noakhali Sadar,22.885423,91.105533,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,57.5,0.5251
2024-03-15,Chittagong,Noakhali,Noakhali Sadar,22.885423,91.105533,oil and fats,Oil (palm),L,aggregate,Retail,BDT,125.0,1.1416
2024-03-15,Chittagong,Noakhali,Noakhali Sadar,22.885423,91.105533,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,120.0,1.0959
2024-03-15,Chittagong,Rangamati,Rangamati Sadar,22.668955,92.19338,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,47.5,0.4338
2024-03-15,Chittagong,Rangamati,Rangamati Sadar,22.668955,92.19338,oil and fats,Oil (palm),L,aggregate,Retail,BDT,133.5,1.2192
2024-03-15,Chittagong,Rangamati,Rangamati Sadar,22.668955,92.19338,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,115.0,1.0502
2024-03-15,Dhaka,Dhaka,Dhaka Sadar,23.733557,90.383758,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,49.0,0.4475
2024-03-15,Dhaka,Dhaka,Dhaka Sadar,23.733557,90.383758,oil and fats,Oil (palm),L,aggregate,Retail,BDT,121.0,1.105
2024-03-15,Dhaka,Dhaka,Dhaka Sadar,23.733557,90.383758,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,108.5,0.9909
2024-03-15,Dhaka,Faridpur,Faridpur Sadar,23.592954,89.813063,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,52.0,0.4749
2024-03-15,Dhaka,Gazipur,Gazipur Sadar,24.001029,90.416087,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,49.5,0.4521
2024-03-15,Dhaka,Gazipur,Gazipur Sadar,24.001029,90.416087,oil and fats,Oil (palm),L,aggregate,Retail,BDT,127.0,1.1598
2024-03-15,Dhaka,Gazipur,Gazipur Sadar,24.001029,90.416087,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,110.0,1.0046
2024-03-15,Dhaka,Gopalganj,Gopalgonj Sadar,23.009943,89.827767,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,52.0,0.4749
2024-03-15,Dhaka,Gopalganj,Gopalgonj Sadar,23.009943,89.827767,oil and fats,Oil (palm),L,aggregate,Retail,BDT,131.5,1.2009
2024-03-15,Dhaka,Gopalganj,Gopalgonj Sadar,23.009943,89.827767,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,107.5,0.9817
2024-03-15,Dhaka,Kishoreganj,Kishoregonj Sadar,24.460548,90.780494,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,47.0,0.4292
2024-03-15,Dhaka,Kishoreganj,Kishoregonj Sadar,24.460548,90.780494,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,54.3,0.4959
2024-03-15,Dhaka,Kishoreganj,Kishoregonj Sadar,24.460548,90.780494,oil and fats,Oil (palm),L,aggregate,Retail,BDT,129.0,1.1781
2024-03-15,Dhaka,Kishoreganj,Kishoregonj Sadar,24.460548,90.780494,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,108.5,0.9909
2024-03-15,Dhaka,Madaripur,Madaripur Sadar,23.165678,90.136032,oil and fats,Oil (palm),L,aggregate,Retail,BDT,144.5,1.3196
2024-03-15,Dhaka,Madaripur,Madaripur Sadar,23.165678,90.136032,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,107.5,0.9817
2024-03-15,Dhaka,Manikganj,Manikganj Sadar,23.865521,90.027655,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,54.0,0.4932
2024-03-15,Dhaka,Munshiganj,Munshiganj Sadar,23.550013,90.526029,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,59.0,0.5388
2024-03-15,Dhaka,Narayanganj,Narayanganj Sadar,23.624656,90.500162,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,54.0,0.4932
2024-03-15,Dhaka,Narayanganj,Narayanganj Sadar,23.624656,90.500162,oil and fats,Oil (palm),L,aggregate,Retail,BDT,138.0,1.2603
2024-03-15,Dhaka,Narayanganj,Narayanganj Sadar,23.624656,90.500162,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,139.0,1.2694
2024-03-15,Dhaka,Narsingdi,Narsingdi Sadar,23.939138,90.727139,oil and fats,Oil (palm),L,aggregate,Retail,BDT,121.3,1.1078
2024-03-15,Dhaka,Narsingdi,Narsingdi Sadar,23.939138,90.727139,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,110.0,1.0046
2024-03-15,Dhaka,Rajbari,Rajbari Sadar,23.765397,89.648304,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,49.0,0.4475
2024-03-15,Dhaka,Rajbari,Rajbari Sadar,23.765397,89.648304,oil and fats,Oil (palm),L,aggregate,Retail,BDT,124.3,1.1352
2024-03-15,Dhaka,Shariatpur,Shariatpur Sadar,23.219974,90.349367,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,53.0,0.484
2024-03-15,Dhaka,Shariatpur,Shariatpur Sadar,23.219974,90.349367,oil and fats,Oil (palm),L,aggregate,Retail,BDT,135.0,1.2329
2024-03-15,Dhaka,Shariatpur,Shariatpur Sadar,23.219974,90.349367,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,107.5,0.9817
2024-03-15,Dhaka,Tangail,Tangail sadar Market,24.250265,89.913873,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,53.5,0.4886
2024-03-15,Dhaka,Tangail,Tangail sadar Market,24.250265,89.913873,oil and fats,Oil (palm),L,aggregate,Retail,BDT,128.0,1.1689
2024-03-15,Khulna,Bagerhat,Bagerhat Sadar,22.665347,89.792432,oil and fats,Oil (palm),L,aggregate,Retail,BDT,134.5,1.2283
2024-03-15,Khulna,Bagerhat,Bagerhat Sadar,22.665347,89.792432,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,106.0,0.968
2024-03-15,Khulna,Chuadanga,Chuadanga Sadar,23.588888,88.93701,oil and fats,Oil (palm),L,aggregate,Retail,BDT,127.3,1.1626
2024-03-15,Khulna,Jessore,Jessore Sadar,23.161235,89.231688,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,52.0,0.4749
2024-03-15,Khulna,Jhenaidah,Jhenaidah Sadar,23.543897,89.172139,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,47.25,0.4315
2024-03-15,Khulna,Jhenaidah,Jhenaidah Sadar,23.543897,89.172139,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,66.5,0.6073
2024-03-15,Khulna,Jhenaidah,Jhenaidah Sadar,23.543897,89.172139,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,107.5,0.9817
2024-03-15,Khulna,Khulna,Khulna Sadar,22.814519,89.552136,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,55.3,0.505
2024-03-15,Khulna,Khulna,Khulna Sadar,22.814519,89.552136,oil and fats,Oil (palm),L,aggregate,Retail,BDT,129.8,1.1854
2024-03-15,Khulna,Khulna,Khulna Sadar,22.814519,89.552136,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,111.0,1.0137
2024-03-15,Khulna,Kushtia,Kushtia Sadar,23.885953,89.08728,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,50.3,0.4594
2024-03-15,Khulna,Magura,Magura Sadar,23.485296,89.42001,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,48.0,0.4384
2024-03-15,Khulna,Magura,Magura Sadar,23.485296,89.42001,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,53.5,0.4886
2024-03-15,Khulna,Magura,Magura Sadar,23.485296,89.42001,oil and fats,Oil (palm),L,aggregate,Retail,BDT,128.5,1.1735
2024-03-15,Khulna,Magura,Magura Sadar,23.485296,89.42001,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,125.0,1.1416
2024-03-15,Khulna,Meherpur,Meherpur Sadar,23.768677,88.631436,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,53.0,0.484
2024-03-15,Khulna,Meherpur,Meherpur Sadar,23.768677,88.631436,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,109.0,0.9954
2024-03-15,Khulna,Narail,Narail Sadar,23.160571,89.507879,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,51.8,0.4731
2024-03-15,Khulna,Narail,Narail Sadar,23.160571,89.507879,oil and fats,Oil (palm),L,aggregate,Retail,BDT,130.0,1.1872
2024-03-15,Khulna,Narail,Narail Sadar,23.160571,89.507879,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,107.5,0.9817
2024-03-15,Khulna,Satkhira,Satkhira Sadar,22.712563,89.07080500000001,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,115.0,1.0502
2024-03-15,Mymensingh,Jamalpur,Jamalpur Sadar,24.927398,89.947978,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,49.0,0.4475
2024-03-15,Mymensingh,Jamalpur,Jamalpur Sadar,24.927398,89.947978,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,55.8,0.5096
2024-03-15,Mymensingh,Jamalpur,Jamalpur Sadar,24.927398,89.947978,oil and fats,Oil (palm),L,aggregate,Retail,BDT,130.5,1.1918
2024-03-15,Mymensingh,Mymensingh,Mymensing Sadar,24.746167,90.410026,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,48.0,0.4384
2024-03-15,Mymensingh,Mymensingh,Mymensing Sadar,24.746167,90.410026,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,59.0,0.5388
2024-03-15,Mymensingh,Mymensingh,Mymensing Sadar,24.746167,90.410026,oil and fats,Oil (palm),L,aggregate,Retail,BDT,125.5,1.1461
2024-03-15,Mymensingh,Mymensingh,Mymensing Sadar,24.746167,90.410026,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,132.5,1.21
2024-03-15,Mymensingh,Netrakona,Netrakona Sadar,24.881191,90.732867,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,44.65,0.4078
2024-03-15,Mymensingh,Netrakona,Netrakona Sadar,24.881191,90.732867,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,52.5,0.4795
2024-03-15,Mymensingh,Netrakona,Netrakona Sadar,24.881191,90.732867,oil and fats,Oil (palm),L,aggregate,Retail,BDT,124.5,1.137
2024-03-15,Mymensingh,Netrakona,Netrakona Sadar,24.881191,90.732867,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,138.8,1.2676
2024-03-15,Mymensingh,Sherpur,Sherpur Sadar,25.019299,90.014477,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,45.5,0.4155
2024-03-15,Mymensingh,Sherpur,Sherpur Sadar,25.019299,90.014477,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,49.5,0.4521
2024-03-15,Mymensingh,Sherpur,Sherpur Sadar,25.019299,90.014477,oil and fats,Oil (palm),L,aggregate,Retail,BDT,127.0,1.1598
2024-03-15,Rajshahi,Bogra,Bogra Sadar,24.848602,89.372514,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,60.0,0.5479
2024-03-15,Rajshahi,Bogra,Bogra Sadar,24.848602,89.372514,oil and fats,Oil (palm),L,aggregate,Retail,BDT,125.0,1.1416
2024-03-15,Rajshahi,Bogra,Bogra Sadar,24.848602,89.372514,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,112.5,1.0274
2024-03-15,Rajshahi,Joypurhat,Jaipurhat Sadar,25.101843,89.026161,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,51.8,0.4731
2024-03-15,Rajshahi,Joypurhat,Jaipurhat Sadar,25.101843,89.026161,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,47.3,0.432
2024-03-15,Rajshahi,Joypurhat,Jaipurhat Sadar,25.101843,89.026161,oil and fats,Oil (palm),L,aggregate,Retail,BDT,128.0,1.1689
2024-03-15,Rajshahi,Naogaon,Naogaon Sadar,24.807483,88.943705,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,49.0,0.4475
2024-03-15,Rajshahi,Naogaon,Naogaon Sadar,24.807483,88.943705,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,107.5,0.9817
2024-03-15,Rajshahi,Natore,Natore Sadar,24.412545,88.984501,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,47.62,0.4349
2024-03-15,Rajshahi,Natore,Natore Sadar,24.412545,88.984501,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,54.5,0.4977
2024-03-15,Rajshahi,Natore,Natore Sadar,24.412545,88.984501,oil and fats,Oil (palm),L,aggregate,Retail,BDT,127.3,1.1626
2024-03-15,Rajshahi,Natore,Natore Sadar,24.412545,88.984501,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,110.8,1.0119
2024-03-15,Rajshahi,Nawabganj,Nawabgonj Sadar,24.602078,88.279827,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,53.0,0.484
2024-03-15,Rajshahi,Nawabganj,Nawabgonj Sadar,24.602078,88.279827,oil and fats,Oil (palm),L,aggregate,Retail,BDT,125.5,1.1461
2024-03-15,Rajshahi,Pabna,Pabna Sadar,24.006315,89.237345,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,57.0,0.5205
2024-03-15,Rajshahi,Pabna,Pabna Sadar,24.006315,89.237345,oil and fats,Oil (palm),L,aggregate,Retail,BDT,130.5,1.1918
2024-03-15,Rajshahi,Rajshahi,Rajshahi Sadar,24.365515,88.598685,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,48.5,0.4429
2024-03-15,Rajshahi,Rajshahi,Rajshahi Sadar,24.365515,88.598685,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,52.5,0.4795
2024-03-15,Rajshahi,Rajshahi,Rajshahi Sadar,24.365515,88.598685,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,107.5,0.9817
2024-03-15,Rajshahi,Sirajganj,Sirajgonj Sadar,24.457389,89.704789,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,107.5,0.9817
2024-03-15,Rangpur,Dinajpur,Dinajpur Sadar,25.621748,88.643629,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,46.52,0.4249
2024-03-15,Rangpur,Dinajpur,Dinajpur Sadar,25.621748,88.643629,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,54.0,0.4932
2024-03-15,Rangpur,Dinajpur,Dinajpur Sadar,25.621748,88.643629,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,112.5,1.0274
2024-03-15,Rangpur,Gaibandha,Gaibandha Sadar,25.331922,89.551041,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,46.5,0.4247
2024-03-15,Rangpur,Gaibandha,Gaibandha Sadar,25.331922,89.551041,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,51.0,0.4658
2024-03-15,Rangpur,Gaibandha,Gaibandha Sadar,25.331922,89.551041,oil and fats,Oil (palm),L,aggregate,Retail,BDT,126.0,1.1507
2024-03-15,Rangpur,Gaibandha,Gaibandha Sadar,25.331922,89.551041,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,145.0,1.3242
2024-03-15,Rangpur,Kurigram,Kurigram Sadar,25.81361,89.649087,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,45.5,0.4155
2024-03-15,Rangpur,Kurigram,Kurigram Sadar,25.81361,89.649087,cereals and tubers,Wheat flour,KG,aggregate,Retail,BDT,56.5,0.516
2024-03-15,Rangpur,Kurigram,Kurigram Sadar,25.81361,89.649087,pulses and nuts,Lentils (masur),KG,aggregate,Retail,BDT,110.8,1.0119
2024-03-15,Rangpur,Lalmonirhat,Lalmonirhat Sadar,25.913275,89.44713,cereals and tubers,Rice (coarse),KG,aggregate,Retail,BDT,44.75,0.4087
